,sectors,sector_budgets,type_project,budget_project,startday_project,start_year,start_month,enddate_project,end_year,end_month,duration_project,project_area,region_project,status_project
1248, Governmental,1436611825301,"Infrastructure, Governmental",302420000.0,,,,2017-10-01,2017.0,10.0,,6720000.0,ARAR,Late
1249, Governmental,1436611825301,"Infrastructure, Governmental",1616000000.0,,,,2016-06-13,2016.0,6.0,,100000.0,RIYADH,Complete
1250, Governmental,1436611825301,"Infrastructure, Governmental",,,,,,,,,4850000.0,ALBAHA,Announced
1251, Governmental,1436611825301,"Infrastructure, Governmental",18750000000.0,,,,,,,,25000000.0,ALKHOBAR,Announced
1252, Governmental,1436611825301,"Infrastructure, Governmental",57750000000.0,,,,,,,,2117000000.0,EASTERN PROVINCE,Announced
1253, Governmental,1436611825301,"Infrastructure, Governmental",2500000000.0,2018-10-22,2018.0,10.0,2022-03-31,2022.0,3.0,1256.0,5000000.0,JAZAN,Under the construction
1254, Governmental,1436611825301,"Infrastructure, Governmental",255736242.0,2016-02-28,2016.0,2.0,2018-06-01,2018.0,6.0,824.0,2000.0,ALDAMMAM,Late
1255, Governmental,1436611825301,"Infrastructure, Governmental",46000000.0,2015-07-25,2015.0,7.0,2017-07-25,2017.0,7.0,731.0,605.0,ALKHOBAR,Late
1256, Governmental,1436611825301,"Infrastructure, Commercial, Governmental, Industrial",,,,,,,,,40000000.0,TABUK,Announced
1257, Governmental,1436611825301,"Governmental, Health",,,,,,,,,,TABUK,Suggested projects
1258, Governmental,1436611825301,"Infrastructure, Governmental",1800000000.0,2015-02-01,2015.0,2.0,2018-03-01,2018.0,3.0,1124.0,6000000.0,ABHA,Late
1259, Governmental,1436611825301,"Infrastructure, Tourist, Governmental, Charity",,,,,,,,,,MEDINA,Suggested projects
1260, Governmental,1436611825301,"Infrastructure, Governmental",350000000.0,2014-03-01,2014.0,3.0,2018-03-01,2018.0,3.0,1461.0,1400.0,ALHASSA,Late
1261, Governmental,1436611825301,"Infrastructure, Governmental",51000000.0,2015-02-01,2015.0,2.0,2017-10-01,2017.0,10.0,973.0,1200.0,ALHASSA,Late
1262, Governmental,1436611825301,"Infrastructure, Governmental",60000000000.0,2015-12-31,2015.0,12.0,2022-12-31,2022.0,12.0,2557.0,354000000.0,EASTERN PROVINCE,Announced
1263, Governmental,1436611825301,"Infrastructure, Governmental, Industrial",26000000000.0,2014-02-01,2014.0,2.0,2042-12-31,2042.0,12.0,10560.0,440000000.0,TURAIF,Under the construction
1264, Governmental,1436611825301,"Infrastructure, Tourist, Governmental",,,,,,,,,35000.0,MEDINA,Under the construction
1265, Governmental,1436611825301,"Infrastructure, Governmental",,,,,,,,,95000000.0,MEDINA,Announced
1266, Governmental,1436611825301,"Infrastructure, Tourist, Governmental",135506447.0,2011-07-02,2011.0,7.0,2013-04-24,2013.0,4.0,662.0,36000000.0,JEDDAH,Complete
1267, Governmental,1436611825301,"Governmental, Industrial",26250000000.0,2012-11-14,2012.0,11.0,2018-12-31,2018.0,12.0,2238.0,,JAZAN,Late
1268, Governmental,1436611825301,"Infrastructure, Governmental, Industrial",100000000000.0,2006-11-04,2006.0,11.0,,,,,103000000.0,JAZAN,Under the construction
1269, Governmental,1436611825301,"Infrastructure, Governmental",6000000000.0,2014-01-01,2014.0,1.0,2021-12-31,2021.0,12.0,2921.0,130000000.0,JEDDAH,Under the construction
1270, Governmental,1436611825301,"Hotel, Tourist, Governmental",,,,,,,,,,RIYADH,Announced
1271, Governmental,1436611825301,"Infrastructure, Governmental",36000000000.0,,,,2018-05-17,2018.0,5.0,,105000000.0,JEDDAH,Late
1272, Governmental,1436611825301,"Educational, Governmental, Health",500000000.0,2012-02-01,2012.0,2.0,2017-02-01,2017.0,2.0,1827.0,150000.0,ALDAMMAM,Late
1273, Governmental,1436611825301,Governmental,110000000.0,2010-05-01,2010.0,5.0,2014-04-01,2014.0,4.0,1431.0,1650.0,ALKHOBAR,Stumbled
1274, Governmental,1436611825301,"Tourist, Governmental",,,,,2016-10-18,2016.0,10.0,,61300.0,RIYADH,Late
1275, Governmental,1436611825301,"Infrastructure, Governmental",,2010-01-01,2010.0,1.0,2016-12-31,2016.0,12.0,2556.0,,RIYADH,Late
1276, Governmental,1436611825301,"Commercial, Governmental, Residential",,2009-01-01,2009.0,1.0,2013-12-31,2013.0,12.0,1825.0,41000.0,RIYADH,Complete
1277, Governmental,1436611825301,"Tourist, Educational, Governmental, Scientific",,2011-01-01,2011.0,1.0,2016-12-31,2016.0,12.0,2191.0,200000.0,RIYADH,Late
1278, Governmental,1436611825301,"Tourist, Educational, Governmental",,,,,,,,,54000.0,RIYADH,Under the construction
1279, Governmental,1436611825301,"Infrastructure, Governmental",,2015-02-01,2015.0,2.0,,,,,,MECCA,Under the construction
1280, Governmental,1436611825301,"Infrastructure, Governmental",,2015-06-01,2015.0,6.0,,,,,200000.0,MECCA,Stumbled
1281, Governmental,1436611825301,"Tourist, Educational, Governmental",,,,,,,,,7679.0,RIYADH,Stumbled
1282, Governmental,1436611825301,"Tourist, Governmental",,,,,2018-04-19,2018.0,4.0,,2826.0,RIYADH,Stumbled
1283, Governmental,1436611825301,"Tourist, Governmental",841757548.0,,,,2018-02-19,2018.0,2.0,,13600.0,RIYADH,Late
1284, Governmental,1436611825301,"Governmental, Health",,2014-10-01,2014.0,10.0,2017-09-30,2017.0,9.0,1095.0,69677.0,JEDDAH,Late
1285, Governmental,1436611825301,"Educational, Governmental",344000000.0,2015-06-01,2015.0,6.0,2018-06-01,2018.0,6.0,1096.0,20000.0,ALDAMMAM,Late
1286, Governmental,1436611825301,"Governmental, Health",,2014-10-23,2014.0,10.0,2017-04-10,2017.0,4.0,900.0,980000.0,ALTAIF,Late
1287, Governmental,1436611825301,"Infrastructure, Governmental",257000000.0,2013-07-01,2013.0,7.0,2016-07-01,2016.0,7.0,1096.0,1450.0,ALKHOBAR,Late
1288, Governmental,1436611825301,"Tourist, Governmental",,2011-07-01,2011.0,7.0,2016-09-20,2016.0,9.0,1908.0,,RIYADH,Complete
1289, Governmental,1436611825301,Governmental,66553194.0,2009-05-17,2009.0,5.0,2014-05-17,2014.0,5.0,1826.0,33855.0,BRAIDAH,Late
1290, Governmental,1436611825301,"Governmental, Health",251338687.0,2014-08-06,2014.0,8.0,2018-08-05,2018.0,8.0,1460.0,201299.0,BRAIDAH,Late
1291, Governmental,1436611825301,"Commercial, Governmental",1400000000.0,,,,2016-11-21,2016.0,11.0,,5166.0,RIYADH,Late
1292, Governmental,1436611825301,"Commercial, Governmental",,,,,2016-11-24,2016.0,11.0,,185000.0,RIYADH,Late
1293, Governmental,1436611825301,"Tourist, Educational, Governmental",,,,,2017-12-31,2017.0,12.0,,106680.0,RIYADH,Late
1294, Governmental,1436611825301,Governmental,148000000.0,,,,,,,,229000.0,BRAIDAH,Under the construction
1295, Governmental,1436611825301,"Infrastructure, Tourist, Governmental",937500000.0,2011-01-01,2011.0,1.0,2016-12-31,2016.0,12.0,2191.0,36000000.0,RIYADH,Late
1296, Governmental,1436611825301,"Governmental, Health",79050159.0,2009-07-01,2009.0,7.0,2014-01-01,2014.0,1.0,1645.0,15000.0,BRAIDAH,Complete
1297, Governmental,1436611825301,"Educational, Governmental",123000000.0,2014-10-12,2014.0,10.0,2017-10-12,2017.0,10.0,1096.0,,BRAIDAH,Late
1298, Governmental,1436611825301,"Infrastructure, Governmental",94921630.0,2013-09-01,2013.0,9.0,2016-02-18,2016.0,2.0,900.0,60100.0,BRAIDAH,Late
1299, Governmental,1436611825301,"Educational, Governmental, Health",349492173.0,2011-10-25,2011.0,10.0,2013-10-25,2013.0,10.0,731.0,50000.0,BRAIDAH,Late
1300, Governmental,1436611825301,"Governmental, Residential",681673752.0,2011-07-02,2011.0,7.0,2014-07-02,2014.0,7.0,1096.0,640000.0,BRAIDAH,Late
1301, Governmental,1436611825301,"Governmental, Health",,2014-09-01,2014.0,9.0,2017-08-30,2017.0,8.0,1094.0,1075982.0,JEDDAH,Late
1302, Governmental,1436611825301,"Governmental, Residential",1523418000.0,2012-09-05,2012.0,9.0,,,,,1283948.0,MEDINA,Under the construction
1303, Governmental,1436611825301,"Educational, Governmental, Health",529680608.0,2011-10-24,2011.0,10.0,2014-03-14,2014.0,3.0,872.0,96000.0,BRAIDAH,Late
1304, Governmental,1436611825301,"Educational, Governmental, Health",442484484.0,2011-10-26,2011.0,10.0,2015-04-08,2015.0,4.0,1260.0,48000.0,BRAIDAH,Late
1305, Governmental,1436611825301,Governmental,,,,,,,,,,RIYADH,Under the construction
1306, Governmental,1436611825301,"Governmental, Scientific, Health",1770420638.0,2013-09-01,2013.0,9.0,,,,,,JEDDAH,Under the construction
1307, Governmental,1436611825301,"Infrastructure, Governmental, Residential",,2011-06-22,2011.0,6.0,2020-04-01,2020.0,4.0,3206.0,3000000.0,JEDDAH,Under the construction
1308, Governmental,1436611825301,"Educational, Governmental",120000000.0,2012-06-01,2012.0,6.0,,,,,2000.0,MEDINA,Under the construction
1309, Governmental,1436611825301,"Governmental, Sports",1900000000.0,2013-03-01,2013.0,3.0,2014-04-01,2014.0,4.0,396.0,3000000.0,JEDDAH,Complete
1310, Governmental,1436611825301,"Tourist, Governmental",129000000.0,2013-01-01,2013.0,1.0,2014-01-15,2014.0,1.0,379.0,400000.0,ALDAMMAM,Complete
1311, Governmental,1436611825301,"Infrastructure, Governmental",12000000000.0,,,,2017-02-26,2017.0,2.0,,1250000000.0,"ARAR, RIYADH, BURAYDAH, HAIL, ALMUJMAA, SDAIR, JAWF, EASTERN PROVINCE",Complete
1312, Governmental,1436611825301,"Infrastructure, Governmental",,2012-07-12,2012.0,7.0,2016-02-21,2016.0,2.0,1319.0,,RIYADH,Late
1313, Governmental,1436611825301,"Educational, Governmental, Health",1000000000.0,2013-06-16,2013.0,6.0,,,,,1630000.0,MEDINA,Under the construction
1314, Governmental,1436611825301,"Infrastructure, Governmental",30000000000.0,2012-01-01,2012.0,1.0,2027-12-31,2027.0,12.0,5843.0,75000000.0,RIYADH,Suggested projects
1315, Governmental,1436611825301,"Infrastructure, Governmental",,2015-05-29,2015.0,5.0,2018-12-31,2018.0,12.0,1312.0,12500.0,RIYADH,Late
1316, Governmental,1436611825301,"Infrastructure, Governmental",562500000.0,2014-04-03,2014.0,4.0,2019-12-31,2019.0,12.0,2098.0,11000.0,RIYADH,Under the construction
1317, Governmental,1436611825301,"Infrastructure, Governmental",,2014-01-01,2014.0,1.0,2017-12-31,2017.0,12.0,1460.0,19600.0,RIYADH,Late
1318, Governmental,1436611825301,"Infrastructure, Governmental",,2014-01-01,2014.0,1.0,2018-12-31,2018.0,12.0,1825.0,20434.0,RIYADH,Late
1319, Governmental,1436611825301,"Infrastructure, Governmental",89701000000.0,2014-01-01,2014.0,1.0,2018-12-31,2018.0,12.0,1825.0,176000000.0,RIYADH,Late
1320, Governmental,1436611825301,"Infrastructure, Governmental",,2014-11-19,2014.0,11.0,2018-12-31,2018.0,12.0,1503.0,1204000000.0,RIYADH,Late
1321, Governmental,1436611825301,"Infrastructure, Governmental",84000000000.0,2013-08-03,2013.0,8.0,2018-12-31,2018.0,12.0,1976.0,1377000000.0,RIYADH,Late
1322, Governmental,1436611825301,"Governmental, Health",1737000000.0,,,,,,,,,TABUK,Under the construction
1323, Governmental,1436611825301,"Educational, Governmental, Health",400256424.0,2012-03-31,2012.0,3.0,2018-02-08,2018.0,2.0,2140.0,140000.0,TABUK,Late
1324, Governmental,1436611825301,"Infrastructure, Governmental",,,,,,,,,12000000.0,RIYADH,Under the construction
1325, Governmental,1436611825301,"Governmental, Health",1028497607.0,2011-02-20,2011.0,2.0,2017-04-09,2017.0,4.0,2240.0,19210.0,RIYADH,Complete
1326, Governmental,1436611825301,"Infrastructure, Governmental",1700000000.0,2015-07-01,2015.0,7.0,,,,,,MEDINA,Under the construction
1327, Governmental,1436611825301,"Governmental, Sports",80000000.0,2011-05-01,2011.0,5.0,2017-03-02,2017.0,3.0,2132.0,145000.0,MEDINA,Complete
1328, Governmental,1436611825301,"Infrastructure, Governmental",1545822769.0,2011-09-02,2011.0,9.0,2015-12-31,2015.0,12.0,1581.0,147000.0,MEDINA,Complete
1329, Governmental,1436611825301,Governmental,500000000.0,2014-01-01,2014.0,1.0,2016-03-21,2016.0,3.0,810.0,,RIYADH,Late
1330, Governmental,1436611825301,Governmental,97700000.0,2014-03-30,2014.0,3.0,2017-03-14,2017.0,3.0,1080.0,57775.0,HAIL,Late
1331, Governmental,1436611825301,"Educational, Governmental, Health",,2012-02-15,2012.0,2.0,2015-08-19,2015.0,8.0,1281.0,541325.0,HAIL,Late
1332, Governmental,1436611825301,"Governmental, Health",240000000.0,2014-10-09,2014.0,10.0,2017-10-22,2017.0,10.0,1109.0,,HAIL,Late
1333, Governmental,1436611825301,"Governmental, Charity, Scientific",23500000.0,,,,2016-04-12,2016.0,4.0,,10000.0,HAIL,Complete
1334, Governmental,1436611825301,"Governmental, Health",301478802.0,2011-12-03,2011.0,12.0,2015-05-20,2015.0,5.0,1264.0,245000.0,HAIL,Stumbled
1335, Governmental,1436611825301,"Infrastructure, Governmental",6000000000.0,2010-01-10,2010.0,1.0,,,,,,JEDDAH,Under the construction
1336, Governmental,1436611825301,"Tourist, Governmental",796984811.0,2015-07-01,2015.0,7.0,2017-08-25,2017.0,8.0,786.0,727281.0,JEDDAH,Complete
1337, Governmental,1436611825301,"Tourist, Governmental, Scientific",394000000.0,2011-05-01,2011.0,5.0,2017-08-31,2017.0,8.0,2314.0,234717.0,AD DIRIYAH,Late
1338, Governmental,1436611825301,"Tourist, Governmental",,2010-07-20,2010.0,7.0,2015-04-09,2015.0,4.0,1724.0,16000000.0,RIYADH,Complete
1339, Governmental,1436611825301,"Infrastructure, Governmental",,,,,,,,,15000000.0,RIYADH,Announced
1340, Governmental,1436611825301,"Infrastructure, Governmental",6200000000.0,2014-04-10,2014.0,4.0,2016-05-31,2016.0,5.0,782.0,25000000.0,MEDINA,Late
1341, Governmental,1436611825301,"Commercial, Tourist, Educational, Governmental, Residential, Scientific, Health",,,,,,,,,720000.0,RIYADH,Under the construction
1342, Governmental,1436611825301,"Infrastructure, Governmental, Residential",182000000.0,2013-10-01,2013.0,10.0,,,,,1600270.0,MEDINA,Under the construction
1343, Governmental,1436611825301,"Infrastructure, Governmental, Residential",,,,,,,,,12000000.0,ALTAIF,Announced
1344, Governmental,1436611825301,"Infrastructure, Commercial, Tourist, Governmental",,,,,2015-06-01,2015.0,6.0,,300000.0,RIYADH,Complete
1345, Governmental,1436611825301,"Infrastructure, Governmental, Charity, Health",450884874.0,2009-05-01,2009.0,5.0,2014-05-07,2014.0,5.0,1832.0,180000.0,MEDINA,Late
1346, Governmental,1436611825301,"Infrastructure, Governmental, Charity, Residential, Health",416000000.0,2012-06-17,2012.0,6.0,2016-06-01,2016.0,6.0,1445.0,64500.0,MEDINA,Late
1347, Governmental,1436611825301,"Governmental, Scientific",4000000000.0,2014-09-20,2014.0,9.0,2024-09-20,2024.0,9.0,3653.0,400000.0,MECCA,Under the construction
1348, Governmental,1436611825301,"Infrastructure, Tourist, Governmental",,2010-01-03,2010.0,1.0,2016-03-10,2016.0,3.0,2258.0,3400000.0,RIYADH,Complete
1349, Governmental,1436611825301,Governmental,880000000.0,2015-05-01,2015.0,5.0,2018-09-26,2018.0,9.0,1244.0,91000.0,MEDINA,Complete
1350, Governmental,1436611825301,"Hotel, Infrastructure, Tourist, Educational, Governmental, Health",55000000000.0,2014-07-22,2014.0,7.0,2017-07-22,2017.0,7.0,1096.0,1600000.0,MEDINA,Late
1351, Governmental,1436611825301,"Infrastructure, Tourist, Educational, Governmental, Residential, Health",,2011-03-05,2011.0,3.0,,,,,83000000.0,MECCA,Announced
1352, Governmental,1436611825301,"Infrastructure, Governmental",70000000.0,2013-03-20,2013.0,3.0,2017-05-21,2017.0,5.0,1523.0,,RIYADH,Complete
1353, Governmental,1436611825301,"Infrastructure, Governmental",,,,,,,,,107000000.0,RIYADH,Announced
1354, Governmental,1436611825301,"Hotel, Governmental",430000000.0,2011-11-22,2011.0,11.0,2017-12-28,2017.0,12.0,2228.0,51000.0,TABUK,Late
1355, Governmental,1436611825301,"Hotel, Infrastructure, Commercial, Tourist, Educational, Governmental, Charity, Residential, Health",25000000000.0,2009-04-15,2009.0,4.0,2024-04-15,2024.0,4.0,5479.0,4800000.0,MEDINA,Under the construction
1356, Governmental,1436611825301,"Tourist, Governmental",230000000.0,2010-08-01,2010.0,8.0,2017-08-05,2017.0,8.0,2561.0,4000000.0,ALKHOBAR,Late
1357, Governmental,1436611825301,"Governmental, Residential",,,,,,,,,525000.0,ALMUJMAA,Under the construction
1358, Governmental,1436611825301,"Tourist, Educational, Governmental",,,,,,,,,4000.0,AD DIRIYAH,Announced
1359, Governmental,1436611825301,"Governmental, Residential",,,,,,,,,78000.0,RIYADH,Complete
1360, Governmental,1436611825301,"Infrastructure, Commercial, Tourist, Governmental",49987907.0,2003-02-22,2003.0,2.0,2011-04-01,2011.0,4.0,2960.0,65000.0,TABUK,Complete
1361, Governmental,1436611825301,Governmental,246195384.0,2002-02-01,2002.0,2.0,2005-08-01,2005.0,8.0,1277.0,25000.0,JEDDAH,Complete
1362, Governmental,1436611825301,"Infrastructure, Governmental",814407216.0,2014-01-01,2014.0,1.0,,,,,72000000.0,"JEDDAH, MECCA",Under the construction
1363, Governmental,1436611825301,"Infrastructure, Governmental",9050000000.0,2009-01-01,2009.0,1.0,,,,,103000000.0,JEDDAH,Under the construction
1364, Governmental,1436611825301,"Infrastructure, Commercial, Tourist, Governmental, Residential",,,,,,,,,1700000.0,JEDDAH,Announced
1365, Governmental,1436611825301,"Tourist, Educational, Governmental, Sports",197205696.0,2012-04-11,2012.0,4.0,2016-11-17,2016.0,11.0,1681.0,150351.0,JEDDAH,Complete
1366, Governmental,1436611825301,"Tourist, Governmental",,,,,,,,,,JEDDAH,Canceled
1367, Governmental,1436611825301,"Tourist, Governmental",1227000000.0,2014-02-27,2014.0,2.0,,,,,2400000.0,RIYADH,Under the construction
1368, Governmental,1436611825301,"Tourist, Governmental",,2015-04-04,2015.0,4.0,2018-06-10,2018.0,6.0,1163.0,1070950.0,ALDAMMAM,Announced
1369, Governmental,1436611825301,"Commercial, Tourist, Governmental",,,,,,,,,,TABUK,Under the construction
1370, Governmental,1436611825301,Governmental,,,,,,,,,,TABUK,Under the construction
1371, Governmental,1436611825301,"Tourist, Governmental, Sports",215609660.0,2012-01-18,2012.0,1.0,2015-05-07,2015.0,5.0,1205.0,240000.0,RIYADH,Complete
1372, Governmental,1436611825301,"Hotel, Tourist, Governmental",13000000000.0,2014-01-01,2014.0,1.0,2019-07-01,2019.0,7.0,2007.0,60000.0,MECCA,Late
1373, Governmental,1436611825301,Governmental,80000000.0,2014-03-01,2014.0,3.0,,,,,20000.0,RIYADH,Under the construction
1374, Governmental,1436611825301,"Educational, Governmental",,2008-06-01,2008.0,6.0,,,,,12000000.0,TABUK,Under the construction
1375, Governmental,1436611825301,"Tourist, Governmental, Scientific",1600000000.0,2010-05-01,2010.0,5.0,2016-06-05,2016.0,6.0,2227.0,45000.0,ALDHAHRAN,Complete
1376, Governmental,1436611825301,"Governmental, Scientific",,2014-09-25,2014.0,9.0,2016-06-16,2016.0,6.0,630.0,,RIYADH,Late
1377, Governmental,1436611825301,"Infrastructure, Governmental",,,,,,,,,176000000.0,RIYADH,Under the construction
1378, Governmental,1436611825301,"Tourist, Governmental",600000000.0,2011-10-15,2011.0,10.0,2018-02-10,2018.0,2.0,2310.0,250000.0,ALDAMMAM,Late
1379, Governmental,1436611825301,"Governmental, Industrial",,,,,2016-12-31,2016.0,12.0,,,EASTERN PROVINCE,Complete
1380, Governmental,1436611825301,"Infrastructure, Governmental",5400000000.0,,,,2019-05-20,2019.0,5.0,,3060000.0,RIYADH,Late
1381, Governmental,1436611825301,"Infrastructure, Governmental",314261602.0,2014-04-01,2014.0,4.0,2017-04-01,2017.0,4.0,1096.0,,JEDDAH,Late
1382, Governmental,1436611825301,"Infrastructure, Governmental",197500000.0,2014-07-01,2014.0,7.0,2018-03-05,2018.0,3.0,1343.0,,JEDDAH,Complete
1383, Governmental,1436611825301,"Infrastructure, Governmental",950000000.0,,,,,,,,,TABUK,Under the construction
1384, Governmental,1436611825301,"Infrastructure, Tourist, Governmental, Residential",6400000000.0,2010-02-01,2010.0,2.0,2030-12-31,2030.0,12.0,7638.0,1200000.0,MECCA,Under the construction
