,sectors,sector_budgets,sector_num_projects,name_project,type_project,budget_project,startday_project,enddate_project,area_project,region_project,status_project,project_area,unit
163, Commercial,1058790791316,902,مقر شركة مرافق – Marafiq Headquarters                  ,Commercial,152358644.0,01-01-2015,,"18,000 متر مربع",ALJUBAIL,Under the construction,18000.0,square meter
164, Commercial,1058790791316,902,بزنس باي – Business Bay                  ,"Hotel, Commercial",,,,"180,000 م2",RIYADH,Suggested projects,180000.0,square meter
165, Commercial,1058790791316,902,مقر شركة عتاد – ATAD Office Building                  ,Commercial,,,,36.000 م2,RIYADH,Under the construction,36000.0,square meter
166, Commercial,1058790791316,902,برج السبيعي – Al Subaii Tower                  ,Commercial,,,,,ALKHOBAR,Announced,,square meter
167, Commercial,1058790791316,902,ذا كوارتز – The Quartz                  ,Commercial,,01-01-2014,,,JEDDAH,Under the construction,,square meter
168, Commercial,1058790791316,902,برج الياسمين – Yasmeen Tower                  ,Commercial,75000001.0,,,3000  متر مربع,RIYADH,Suggested projects,3000.0,square meter
169, Commercial,1058790791316,902,الريفيرا بارك – Reveria Park                  ,Commercial,,01-12-2016,,5800  متر مربع,ALKHOBAR,Under the construction,5800.0,square meter
170, Commercial,1058790791316,902,قرية القصيبي – Gosaibi Village                  ,Commercial,100000000.0,01-03-2006,21-09-2008,"50,000 متر مربع",ALKHOBAR,Complete,50000.0,square meter
171, Commercial,1058790791316,902,برج الزهراني – Zahrani Tower                  ,"Hotel, Commercial",,,,"2,867 متر مربع",ALDAMMAM,Announced,2867.0,square meter
172, Commercial,1058790791316,902,مجمع تجاري – Strip Mall                  ,Commercial,,,,,RIYADH,Under the construction,,square meter
173, Commercial,1058790791316,902,قلب الطائف – Taif Heart                  ,"Hotel, Commercial",200000000.0,,,,ALTAIF,Complete,,square meter
174, Commercial,1058790791316,902,مجمع الرياض للاستثمار – Riyadh Investment Park                  ,"Infrastructure, Commercial, Residential, Industrial",,,,11 مليون متر مربع,RIYADH,Under the construction,11000000.0,square meter
175, Commercial,1058790791316,902,مقر شركة سابك – Sabic Headquarter                  ,Commercial,,,,,ALJUBAIL,Announced,,square meter
176, Commercial,1058790791316,902,النايفة – Al-Nayfah                  ,"Commercial, Residential",,01-01-2015,,119،324  متر مربع,RIYADH,Under the construction,119324.0,square meter
177, Commercial,1058790791316,902,برج الغزاوي – Ghazzawi Tower                  ,"Commercial, Residential",,,,"3,700 متر مربع",ALKHOBAR,Announced,3700.0,square meter
178, Commercial,1058790791316,902,قرية فيلاجيو – Villaggio Village                  ,Commercial,120000000.0,01-01-2017,31-03-2018,,ALKHOBAR,Late,,square meter
179, Commercial,1058790791316,902,مجمع الفرسان – Fursan Center                  ,"Commercial, Residential",,01-10-2013,,"468,000 متر مربع",ALDAMMAM,Under the construction,468000.0,square meter
180, Commercial,1058790791316,902,مركز يو شيب – U Shape Center                  ,"Hotel, Commercial",,01-07-2009,31-10-2014,"10,000 متر مربع",JEDDAH,Complete,10000.0,square meter
181, Commercial,1058790791316,902,رد سي مول – Red Sea Mall                  ,"Hotel, Commercial",650000000.0,01-01-2005,05-03-2008,"183,000 متر مربع",JEDDAH,Complete,183000.0,square meter
182, Commercial,1058790791316,902,برج الزاهد التجاري – Zahid Commercial Tower                  ,Commercial,,,,,JEDDAH,Suggested projects,,square meter
183, Commercial,1058790791316,902,داون تاون – Downtown                  ,Commercial,,,,9135 مترمربع,RIYADH,Under the construction,9135.0,square meter
184, Commercial,1058790791316,902,تطوير مطار حائل – Development of Hail Airport                  ,"Infrastructure, Commercial",,,,14.500 مترمربع,HAIL,Under the construction,14500.0,square meter
185, Commercial,1058790791316,902,الواجهة البحرية بالحمراء – Hamra Waterfront                  ,"Hotel, Commercial, Tourist",950000000.0,18-05-2014,01-01-2020,"332,000 متر مربع",JEDDAH,Under the construction,332000.0,square meter
186, Commercial,1058790791316,902,برج الوصيل – Waseel Tower                  ,Commercial,,01-01-2008,15-09-2010,"5,820 متر مربع",RIYADH,Complete,5820.0,square meter
187, Commercial,1058790791316,902,جدة داون تاون – Jeddah Downtown                  ,"Hotel, Commercial, Governmental, Residential",18000000000.0,31-03-2019,31-12-2029,"5,200,000 متر مربع",JEDDAH,Announced,5200000.0,square meter
188, Commercial,1058790791316,902,بانوراما جدة – Panorama Jeddah                  ,"Hotel, Commercial, Residential",,31-12-2017,31-12-2020,"160,000 متر مربع",JEDDAH,Announced,160000.0,square meter
189, Commercial,1058790791316,902,مبنى الادارة المالية و الموارد البشرية للخطوط السعودي�...                  ,Commercial,,,,,JEDDAH,Suggested projects,,square meter
190, Commercial,1058790791316,902,مقر منظمة المؤتمر الإسلامي – Organization of the Islamic Conference Hea...                  ,"Commercial, Governmental",,,,"40,000 متر مربع",JEDDAH,Suggested projects,40000.0,square meter
191, Commercial,1058790791316,902,بن سليمان للأعمال – Bin Suleiman Center                  ,Commercial,,01-07-2008,31-05-2010,,JEDDAH,Complete,,square meter
192, Commercial,1058790791316,902,وقف الملك عبدالله لوالديه – King Abdullah Endowment for His Parents                  ,"Hotel, Commercial, Charity",2500000000.0,01-01-2003,31-12-2019,"21,000 متر مربع",MEDINA,Stumbled,21000.0,square meter
193, Commercial,1058790791316,902,العزيزية جاليري – Azizia Gallery                  ,Commercial,,,,12.500 متر مربع,RIYADH,Under the construction,12500.0,square meter
194, Commercial,1058790791316,902,حمد سنتر – Hamad Center                  ,Commercial,,01-01-2007,31-07-2009,"4,715 متر مربع",JEDDAH,Complete,4715.0,square meter
195, Commercial,1058790791316,902,The Valley – ذا ڤالي                  ,Commercial,31500000.0,01-06-2016,01-04-2017,"10,000 متر مربع",ALHASSA,Complete,10000.0,square meter
196, Commercial,1058790791316,902,الربيع تراينجلز – AlRabeia Triangles                  ,Commercial,,,01-03-2018,3552,RIYADH,Late,,square meter
197, Commercial,1058790791316,902,برج الهدى بلازا – Huda Plaza Tower                  ,"Commercial, Residential",,16-04-2005,,"3,500 متر مربع",JEDDAH,Canceled,3500.0,square meter
198, Commercial,1058790791316,902,حدائق الأندلسية – Andalusia Gardens                  ,"Hotel, Commercial, Residential",,01-02-2008,,"47,068 متر مربع",JEDDAH,Canceled,47068.0,square meter
199, Commercial,1058790791316,902,دكان أفنيو – Dekan Avenu                  ,Commercial,,,,13700 متر مربع,ALHASSA,Announced,13700.0,square meter
200, Commercial,1058790791316,902,أبراج رصد – Rusd Towers                  ,"Hotel, Commercial",,03-04-2015,,"4,300 متر مربع",JEDDAH,Under the construction,4300.0,square meter
201, Commercial,1058790791316,902,برج الخيال –  AlKhayyal Tower                  ,Commercial,,01-10-2014,31-03-2017,"4,971 متر مربع",JEDDAH,Complete,4971.0,square meter
202, Commercial,1058790791316,902,مقر شركة الطيار – Al Tayyar Headquarters                  ,Commercial,,,,10232 مترمربع,RIYADH,Under the construction,10232.0,square meter
203, Commercial,1058790791316,902,برج البرغش – Al Barghash Tower                  ,Commercial,,01-07-2017,,,ALKHOBAR,Under the construction,,square meter
204, Commercial,1058790791316,902,مركز الوليد التجاري – Al Waleed Commercial Center                  ,Commercial,,01-10-2015,,,ALKHOBAR,Under the construction,,square meter
205, Commercial,1058790791316,902,مطل – Mattal                  ,Commercial,,,,"4,900 متر مربع",ALKHOBAR,Announced,4900.0,square meter
206, Commercial,1058790791316,902,مركز البيلسان للمعارض –  BAY X                  ,Commercial,,01-08-2017,16-02-2018,"5,400 متر مربع",KING ABDULLAH CITY,Complete,5400.0,square meter
207, Commercial,1058790791316,902,فنادق تلال النسيم – AL NASSIM HOTEL                  ,"Hotel, Commercial",,,,9.500 مترمربع,,Announced,9500.0,square meter
208, Commercial,1058790791316,902,برج الأندلس كراون – Al Andalus Crown Tower                  ,Commercial,,30-09-2012,31-10-2015,,JEDDAH,Complete,,square meter
209, Commercial,1058790791316,902,مجمع مطاعم العيون – AL Oyoon Restaurants complex                  ,Commercial,,,,28.000 مترمربع,MEDINA,Announced,28000.0,square meter
210, Commercial,1058790791316,902,فندق دبل تري من هيلتون جدة – DoubleTree by Hilton Jeddah                  ,"Hotel, Commercial",,10-05-2017,31-01-2020,,JEDDAH,Under the construction,,square meter
211, Commercial,1058790791316,902,تطوير عرقة القديمة – Old Arqah Development                  ,"Hotel, Commercial, Tourist, Governmental",,,,,RIYADH,Announced,,square meter
212, Commercial,1058790791316,902,مركز أريك- AREIK Commercial Center                  ,Commercial,,,,11862 م2,RIYADH,Under the construction,11862.0,square meter
213, Commercial,1058790791316,902,المزاحمية آفنيو – MUZAHIMIYAH AVENUE                  ,Commercial,,,,"12,150 م2",ALMUZAHMIYA,Under the construction,12150.0,square meter
214, Commercial,1058790791316,902,مجمع مطاعم نجران – Najran Restaurants complex                  ,Commercial,,,,22.696 مترمربع,NAJRAN,Under the construction,22696.0,square meter
215, Commercial,1058790791316,902,غالية سكوير – Ghalya Square                  ,Commercial,,,,,RIYADH,Under the construction,,square meter
216, Commercial,1058790791316,902,برج سكني الدمام – Residential Tower Dammam                  ,"Commercial, Residential",,,,,ALDAMMAM,Announced,,square meter
217, Commercial,1058790791316,902,جدة مركز متعدد الاستخدام – Jeddah Mixed use building                  ,Commercial,,,,,JEDDAH,Announced,,square meter
218, Commercial,1058790791316,902,مجمع مطاعم الحمراء – Hamra restaurants Campound                  ,Commercial,,,,,JEDDAH,Announced,,square meter
219, Commercial,1058790791316,902,بيازا – Piaza                  ,"Commercial, Residential",,,,"6,674",JEDDAH,Announced,,square meter
220, Commercial,1058790791316,902,توسعة وتطوير مول الفيصلية – Al Faisaliah mall development Project                  ,"Hotel, Commercial",1125000000.0,,,16.000 م2,RIYADH,Under the construction,16000.0,square meter
221, Commercial,1058790791316,902,مبنى ميتكو – Mitco Building                  ,Commercial,58000000.0,11-02-2012,31-08-2016,"4,200",JEDDAH,Complete,,square meter
222, Commercial,1058790791316,902,مركز تجاري – Strip Mall                  ,Commercial,5000000.0,22-07-2017,22-07-2018,"4,200",ALKHOBAR,Announced,,square meter
223, Commercial,1058790791316,902,تصميم الهوية لبنك الجزيرة – BRANCH BANK IDENTITY DESIGN FOR BANK AL-JAZI...                  ,Commercial,,,,3500 مترمربع,RIYADH,Under the construction,3500.0,square meter
224, Commercial,1058790791316,902,الدمام افينيو – Dammam Avenue                  ,Commercial,18750000.0,,,9985 م2,ALDAMMAM,Suggested projects,9985.0,square meter
225, Commercial,1058790791316,902,مدينتي – Madinati                  ,Commercial,,,,85.000 م2,RIYADH,Suggested projects,85000.0,square meter
226, Commercial,1058790791316,902,فندق راديسون بلو الهداية – Radisson Blu Hotel Al Hidaya                  ,"Hotel, Commercial",,,15-12-2016,,MECCA,Complete,,square meter
227, Commercial,1058790791316,902,الصالة الجديدة لشحن البضائع –  New cargo terminal                  ,"Infrastructure, Commercial",,,,119.665 مترمربع,RIYADH,Under the construction,119665.0,square meter
228, Commercial,1058790791316,902,فندق كورت يارد ماريوت وريزيدنس إن قرطبة – The Qurtubah Marriot Co...                  ,"Hotel, Commercial",,,,8.000 مترمربع,RIYADH,Announced,8000.0,square meter
229, Commercial,1058790791316,902,مبنى مكتبي – OFFICE BUILDING                  ,Commercial,,,,850 مترمربع,RIYADH,Under the construction,850.0,square meter
230, Commercial,1058790791316,902,مجمع الجبيلة – Jubaylah Complex                  ,"Commercial, Residential",,,,,RIYADH,Under the construction,,square meter
231, Commercial,1058790791316,902,فندق شذا جبل الكعبة مكة – Shaza Hotel Jabal Kaabah Makkah                  ,"Hotel, Commercial",,,31-07-2018,1419 مترمربع,MECCA,Complete,1419.0,square meter
