sectors,sector_budgets,sector_num_projects,name_project,type_project,budget_project,startday_project,enddate_project,area_project,region_project,status_project
 حكومي,1436611825301,461,قلب جدة – Heart of Jeddah                  ,"البنية التحتية, تجاري, ترفيهي/سياحي, حكومي, سكني",,,,1700000  مترمربع,"منطقة مكة المكرمة, جدة",معلن عنه
 حكومي,1436611825301,461,المجمع الرياضي بجامعة الملك عبد العزيز – Sports Facility at K...                  ,"ترفيهي/سياحي, تعليمي, حكومي, رياضي",197205696.0,11-04-2012,17-11-2016,150351 مترمربع,"منطقة مكة المكرمة, جدة",مكتمل
 حكومي,1436611825301,461,سوق السمك المركزي بجدة – Jeddah Central Fish Market                  ,"ترفيهي/سياحي, حكومي",,,,,"منطقة مكة المكرمة, جدة",ملغي
 حكومي,1436611825301,461,حدائق الملك عبدالله العالمية – King Abdullah International Gardens...                  ,"ترفيهي/سياحي, حكومي",1227000000.0,27-02-2014,,"2,400,000 مترمربع","منطقة الرياض, الرياض",تحت الإنشاء
 حكومي,1436611825301,461,منتزة الملك فهد في الدمام – King Fahad Park in Dammam                  ,"ترفيهي/سياحي, حكومي",,04-04-2015,10-06-2018,1070950 متر مربع,"المنطقة الشرقية, الدمام",معلن عنه
 حكومي,1436611825301,461,كورنيش تبوك – Tabuk Corniche                  ,"تجاري, ترفيهي/سياحي, حكومي",,,,,"منطقة تبوك, تبوك",تحت الإنشاء
 حكومي,1436611825301,461,مشروع الملك عبدالله بن عبدالعزيز لتطوير المقرات الأمن�...                  ,حكومي,,,,,"منطقة تبوك, تبوك",تحت الإنشاء
 حكومي,1436611825301,461,المدينة الرياضية بجامعة الملك سعود – City Saud University Sports...                  ,"ترفيهي/سياحي, حكومي, رياضي",215609660.0,18-01-2012,07-05-2015,240.000 مترمربع,"منطقة الرياض, الرياض",مكتمل
 حكومي,1436611825301,461,أبراج كدي – Abraj Kudai                  ,"فندقي, ترفيهي/سياحي, حكومي",13000000000.0,01-01-2014,01-07-2019,60،000 متر مربع,"مكة المكرمة, منطقة مكة المكرمة",متأخر
 حكومي,1436611825301,461,مركز المعلومات التابع للبريد السعودي – Information Center of T...                  ,حكومي,80000000.0,01-03-2014,,20.000 مترمربع,"منطقة الرياض, الرياض",تحت الإنشاء
 حكومي,1436611825301,461,جامعة تبوك – Tabuk of University                  ,"تعليمي, حكومي",,01-06-2008,,12.000.000 متر مربع,"منطقة تبوك, تبوك",تحت الإنشاء
 حكومي,1436611825301,461,مركز الملك عبدالعزيز الثقافي العالمي – King Abdulaziz Centre f...                  ,"ترفيهي/سياحي, حكومي, علمي",1600000000.0,01-05-2010,05-06-2016,45000 متر مربع,"المنطقة الشرقية, الظهران",مكتمل
 حكومي,1436611825301,461,مركز أبحاث التقنية الحيوية في ‫مدينة الملك عبدالعزيز �...                  ,"حكومي, علمي",,25-09-2014,16-06-2016,,"منطقة الرياض, الرياض",متأخر
 حكومي,1436611825301,461,مشروع تأهيل وادي السلي بيئاً وحضرياً                  ,"البنية التحتية, حكومي",,,,١٧٦ كليو متر,"منطقة الرياض, الرياض",تحت الإنشاء
 حكومي,1436611825301,461,مركز الملك عبدالله الحضاري في الدمام – King Abdullah Cultural C...                  ,"ترفيهي/سياحي, حكومي",600000000.0,15-10-2011,10-02-2018,250000 متر مربع,"المنطقة الشرقية, الدمام",متأخر
 حكومي,1436611825301,461,توسعة حقل شيبه النفطي – Shaybah Oil Field Expansion                  ,"حكومي, صناعي",,,31-12-2016,,المنطقة الشرقية,مكتمل
 حكومي,1436611825301,461,توسعة وتطوير مطار الملك خالد الدولي – King Khalid International...                  ,"البنية التحتية, حكومي",5400000000.0,,20-05-2019,3.060.000 مترمربع,"منطقة الرياض, الرياض",متأخر
 حكومي,1436611825301,461,تقاطع طريق الملك عبد العزيز مع شارعي فلسطين والحمراء...                  ,"البنية التحتية, حكومي",314261602.0,01-04-2014,01-04-2017,,"منطقة مكة المكرمة, جدة",متأخر
 حكومي,1436611825301,461,تقاطع طريق الأمير ماجد مع طريق مكة القديم – Old Makkah Rd/Pr...                  ,"البنية التحتية, حكومي",197500000.0,01-07-2014,05-03-2018,,"منطقة مكة المكرمة, جدة",مكتمل
 حكومي,1436611825301,461,إستراتيجية وخطط تنفيذ صرف مياه الأمطار في مدينة تبوك...                  ,"البنية التحتية, حكومي",950000000.0,,,,"منطقة تبوك, تبوك",تحت الإنشاء
 حكومي,1436611825301,461,طريق الملك عبدالعزيز بمكة المكرمة – KAAR                  ,"البنية التحتية, ترفيهي/سياحي, حكومي, سكني",6400000000.0,01-02-2010,31-12-2030,1.200.000 مترمربع,"مكة المكرمة, منطقة مكة المكرمة",تحت الإنشاء
 حكومي,1436611825301,461,برنامج تطوير طريق الملك عبدالله – King Abdullah Road Development Pr...                  ,"البنية التحتية, حكومي",1576549328.0,01-05-2008,31-12-2017,25 كيلو متر,"منطقة الرياض, الرياض",متأخر
 حكومي,1436611825301,461,تقاطع طريق الأمير محمد بن فهد مع الخليفة علي بن أبي طال�...                  ,"البنية التحتية, حكومي",127985051.0,02-08-2014,13-08-2016,1500 متر,"المنطقة الشرقية, الدمام",متأخر
 حكومي,1436611825301,461,الرائدة المدينة الرقمية – AlRAIDAH Digital City                  ,"البنية التحتية, تجاري, ترفيهي/سياحي, حكومي, سكني, علمي",6200000000.0,,31-03-2017,"1,900,000 مترمربع","منطقة الرياض, الرياض",مكتمل
 حكومي,1436611825301,461,مركز الملك عبد الله للدراسات والبحوث البترولية – KAPSA...                  ,"حكومي, علمي",2000000000.0,14-09-2011,20-01-2016,530،000 مترمربع,"منطقة الرياض, الرياض",مكتمل
 حكومي,1436611825301,461,مستشفى الصحة النفسية لعلاج الادمان والإضطراب النفسي ب�...                  ,"حكومي, صحي",,,,,"منطقة الرياض, الرياض",تحت الإنشاء
 حكومي,1436611825301,461,جسر المعيزيلة                  ,"البنية التحتية, حكومي",514000000.0,12-06-2013,31-12-2014,,"منطقة الرياض, الرياض",مكتمل
 حكومي,1436611825301,461,مستشفى طب وجراحة الأعصاب – NGHA Neuroscience Center                  ,"حكومي, صحي",,01-07-2014,,"70,000 مترمربع","منطقة مكة المكرمة, جدة",تحت الإنشاء
 ديني/خيري,473524096855,62,تطوير مكتبة دار العلوم – Dar Al Uloum Development                  ,"ديني/خيري, علمي",,,,"25,000 متر مربع","منطقة الجوف, سكاكا",معلن عنه
 ديني/خيري,473524096855,62,مركز عبداللطيف الفوزان للتوحد – Abdullatif Al Fozan Autism Center...                  ,"تعليمي, ديني/خيري, رياضي",62000000.0,20-06-2016,31-12-2018,"18,000 متر مربع","المنطقة الشرقية, الخبر",متأخر
 ديني/خيري,473524096855,62,أكاديمية المدينة المنورة العالمية “مداك” –  Al M...                  ,"تعليمي, ديني/خيري",200000000.0,,,"100,000 متر مربع","منطقة المدينة المنورة, المدينة المنورة",معلن عنه
 ديني/خيري,473524096855,62,ضاحية الحسينية – Al Husayniyah Subrub                  ,"فندقي, البنية التحتية, تجاري, ترفيهي/سياحي, ديني/خيري, سكني",,,,"7,541,130 متر مربع","مكة المكرمة, منطقة مكة المكرمة",معلن عنه
 ديني/خيري,473524096855,62,مكتبة الحرم – Al Haram Library                  ,"حكومي, ديني/خيري, علمي",,,,"18,000 متر مربع","مكة المكرمة, منطقة مكة المكرمة",معلن عنه
 ديني/خيري,473524096855,62,مبنى الصالحية – Al Salehia Building                  ,"تجاري, ديني/خيري, سكني",,,,"8,000 متر مربع","منطقة مكة المكرمة, جدة",معلن عنه
 ديني/خيري,473524096855,62,صحار – Sahar                  ,"تجاري, تعليمي, ديني/خيري, سكني, صحي",4000000000.0,01-10-2006,,600.000 مترمربع,"منطقة القصيم, بريدة",تحت الإنشاء
 ديني/خيري,473524096855,62,توسعة المسعى – Masaa expansion                  ,"حكومي, ديني/خيري",,01-01-2007,31-12-2009,"72,000 متر مربع","مكة المكرمة, منطقة مكة المكرمة",مكتمل
 ديني/خيري,473524096855,62,ابراج الصفوة – Safwa Towers                  ,"فندقي, تجاري, ديني/خيري",1000000000.0,01-03-2005,31-12-2009,"22,000 متر مربع","مكة المكرمة, منطقة مكة المكرمة",مكتمل
 ديني/خيري,473524096855,62,وقف مستشفى لعلاج السرطان – Cancer Patients Care Endowment                  ,"ديني/خيري, صحي",147000000.0,01-10-2015,31-12-2018,"4,700 متر مربع","منطقة مكة المكرمة, جدة",متأخر
 ديني/خيري,473524096855,62,وقف الملك عبدالله لوالديه – King Abdullah Endowment for His Parents                  ,"فندقي, تجاري, ديني/خيري",2500000000.0,01-01-2003,31-12-2019,"21,000 متر مربع","منطقة المدينة المنورة, المدينة المنورة",متعثر
 ديني/خيري,473524096855,62,قرية إكرام – Ikram Village                  ,ديني/خيري,45000000.0,30-05-2018,,"30,000 متر مربع","منطقة الباحة, بلجرشي",تحت الإنشاء
